iteration,vehicle_id,path_node_seq,path_time_seq
11,2,4_4_4_7_7_45_45_40_40_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_103_133_145_175_185_215_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
11,3,100_100_,1_960_
11,4,100_100_,1_960_
11,5,100_100_,1_960_
11,6,100_100_,1_960_
11,7,100_100_,1_960_
11,8,100_100_,1_960_
11,9,100_100_,1_960_
11,10,100_100_,1_960_
11,11,100_100_,1_960_
11,12,100_100_,1_960_
11,13,100_100_,1_960_
11,14,100_100_,1_960_
12,0,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
12,1,100_100_,1_960_
12,2,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
12,3,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
12,4,100_100_,1_960_
12,5,100_100_,1_960_
12,6,100_100_,1_960_
12,7,100_100_,1_960_
12,8,100_100_,1_960_
12,9,100_100_,1_960_
12,10,100_100_,1_960_
12,11,100_100_,1_960_
12,12,100_100_,1_960_
12,13,100_100_,1_960_
12,14,100_100_,1_960_
13,0,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
13,1,100_100_,1_960_
13,2,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
13,3,100_100_,1_960_
13,4,100_100_,1_960_
13,5,100_100_,1_960_
13,6,100_100_,1_960_
13,7,100_100_,1_960_
13,8,100_100_,1_960_
13,9,100_100_,1_960_
13,10,100_100_,1_960_
13,11,100_100_,1_960_
13,12,100_100_,1_960_
13,13,100_100_,1_960_
13,14,100_100_,1_960_
14,0,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
14,1,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
14,2,4_4_4_7_7_45_45_40_40_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_103_133_145_175_185_215_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
14,3,100_100_,1_960_
14,4,100_100_,1_960_
14,5,100_100_,1_960_
14,6,100_100_,1_960_
14,7,100_100_,1_960_
14,8,100_100_,1_960_
14,9,100_100_,1_960_
14,10,100_100_,1_960_
14,11,100_100_,1_960_
14,12,100_100_,1_960_
14,13,100_100_,1_960_
14,14,100_100_,1_960_
15,0,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
15,1,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
15,2,100_100_,1_960_
15,3,100_100_,1_960_
15,4,100_100_,1_960_
15,5,100_100_,1_960_
15,6,100_100_,1_960_
15,7,100_100_,1_960_
15,8,100_100_,1_960_
15,9,100_100_,1_960_
15,10,100_100_,1_960_
15,11,100_100_,1_960_
15,12,100_100_,1_960_
15,13,100_100_,1_960_
15,14,100_100_,1_960_
16,0,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
16,1,4_4_4_7_7_45_45_40_40_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_103_133_145_175_185_215_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
16,2,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
16,3,100_100_,1_960_
16,4,100_100_,1_960_
16,5,100_100_,1_960_
16,6,100_100_,1_960_
16,7,100_100_,1_960_
16,8,100_100_,1_960_
16,9,100_100_,1_960_
16,10,100_100_,1_960_
16,11,100_100_,1_960_
16,12,100_100_,1_960_
16,13,100_100_,1_960_
16,14,100_100_,1_960_
17,0,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
17,1,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
17,2,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
17,3,100_100_,1_960_
17,4,100_100_,1_960_
17,5,100_100_,1_960_
17,6,100_100_,1_960_
17,7,100_100_,1_960_
17,8,100_100_,1_960_
17,9,100_100_,1_960_
17,10,100_100_,1_960_
17,11,100_100_,1_960_
17,12,100_100_,1_960_
17,13,100_100_,1_960_
17,14,100_100_,1_960_
18,0,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
18,1,4_4_4_7_7_45_45_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_103_133_145_175_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
18,2,100_100_,1_960_
18,3,100_100_,1_960_
18,4,100_100_,1_960_
18,5,100_100_,1_960_
18,6,100_100_,1_960_
18,7,100_100_,1_960_
18,8,100_100_,1_960_
18,9,100_100_,1_960_
18,10,100_100_,1_960_
18,11,100_100_,1_960_
18,12,100_100_,1_960_
18,13,100_100_,1_960_
18,14,100_100_,1_960_
19,0,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
19,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
19,2,4_4_4_7_7_45_45_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_103_133_145_175_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
19,3,4_4_4_7_7_45_45_97_97_32_32_6_6_89_89_89_96_96_76_76_100_100_,17_60_90_103_133_145_175_192_222_236_266_275_305_314_330_360_373_403_411_441_460_960_
19,4,100_100_,1_960_
19,5,100_100_,1_960_
19,6,100_100_,1_960_
19,7,100_100_,1_960_
19,8,100_100_,1_960_
19,9,100_100_,1_960_
19,10,100_100_,1_960_
19,11,100_100_,1_960_
19,12,100_100_,1_960_
19,13,100_100_,1_960_
19,14,100_100_,1_960_
20,0,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
20,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
20,2,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
20,3,100_100_,1_960_
20,4,100_100_,1_960_
20,5,100_100_,1_960_
20,6,100_100_,1_960_
20,7,100_100_,1_960_
20,8,100_100_,1_960_
20,9,100_100_,1_960_
20,10,100_100_,1_960_
20,11,100_100_,1_960_
20,12,100_100_,1_960_
20,13,100_100_,1_960_
20,14,100_100_,1_960_
21,0,4_4_4_7_7_45_45_97_97_32_32_6_6_89_89_89_96_96_76_76_100_100_,17_60_90_103_133_145_175_192_222_236_266_275_305_314_330_360_373_403_411_441_460_960_
21,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
21,2,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
21,3,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
21,4,100_100_,1_960_
21,5,100_100_,1_960_
21,6,100_100_,1_960_
21,7,100_100_,1_960_
21,8,100_100_,1_960_
21,9,100_100_,1_960_
21,10,100_100_,1_960_
21,11,100_100_,1_960_
21,12,100_100_,1_960_
21,13,100_100_,1_960_
21,14,100_100_,1_960_
22,0,4_4_4_7_7_45_45_32_32_60_60_6_6_89_89_89_96_96_76_76_100_100_,17_60_90_103_133_145_175_200_230_240_270_277_307_316_330_360_373_403_411_441_460_960_
22,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
22,2,100_100_,1_960_
22,3,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
22,4,100_100_,1_960_
22,5,100_100_,1_960_
22,6,100_100_,1_960_
22,7,100_100_,1_960_
22,8,100_100_,1_960_
22,9,100_100_,1_960_
22,10,100_100_,1_960_
22,11,100_100_,1_960_
22,12,100_100_,1_960_
22,13,100_100_,1_960_
22,14,100_100_,1_960_
23,0,4_4_4_7_7_45_45_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_103_133_145_175_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
23,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
23,2,4_4_4_7_7_45_45_32_32_60_60_6_6_89_89_89_96_96_76_76_100_100_,17_60_90_103_133_145_175_200_230_240_270_277_307_316_330_360_373_403_411_441_460_960_
23,3,100_100_,1_960_
23,4,100_100_,1_960_
23,5,100_100_,1_960_
23,6,100_100_,1_960_
23,7,100_100_,1_960_
23,8,100_100_,1_960_
23,9,100_100_,1_960_
23,10,100_100_,1_960_
23,11,100_100_,1_960_
23,12,100_100_,1_960_
23,13,100_100_,1_960_
23,14,100_100_,1_960_
24,0,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
24,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
24,2,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
24,3,100_100_,1_960_
24,4,100_100_,1_960_
24,5,100_100_,1_960_
24,6,100_100_,1_960_
24,7,100_100_,1_960_
24,8,100_100_,1_960_
24,9,100_100_,1_960_
24,10,100_100_,1_960_
24,11,100_100_,1_960_
24,12,100_100_,1_960_
24,13,100_100_,1_960_
24,14,100_100_,1_960_
25,0,4_4_4_7_7_45_45_32_32_60_60_6_6_89_89_89_96_96_76_76_100_100_,17_60_90_103_133_145_175_200_230_240_270_277_307_316_330_360_373_403_411_441_460_960_
25,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
25,2,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
25,3,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
25,4,100_100_,1_960_
25,5,100_100_,1_960_
25,6,100_100_,1_960_
25,7,100_100_,1_960_
25,8,100_100_,1_960_
25,9,100_100_,1_960_
25,10,100_100_,1_960_
25,11,100_100_,1_960_
25,12,100_100_,1_960_
25,13,100_100_,1_960_
25,14,100_100_,1_960_
26,0,4_4_4_7_7_45_45_32_32_60_60_6_6_89_89_89_96_96_76_76_100_100_,17_60_90_103_133_145_175_200_230_240_270_277_307_316_330_360_373_403_411_441_460_960_
26,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
26,2,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
26,3,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
26,4,100_100_,1_960_
26,5,100_100_,1_960_
26,6,100_100_,1_960_
26,7,100_100_,1_960_
26,8,100_100_,1_960_
26,9,100_100_,1_960_
26,10,100_100_,1_960_
26,11,100_100_,1_960_
26,12,100_100_,1_960_
26,13,100_100_,1_960_
26,14,100_100_,1_960_
27,0,4_4_4_7_7_45_45_32_32_60_60_6_6_89_89_89_96_96_76_76_100_100_,17_60_90_103_133_145_175_200_230_240_270_277_307_316_330_360_373_403_411_441_460_960_
27,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
27,2,100_100_,1_960_
27,3,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
27,4,100_100_,1_960_
27,5,100_100_,1_960_
27,6,100_100_,1_960_
27,7,100_100_,1_960_
27,8,100_100_,1_960_
27,9,100_100_,1_960_
27,10,100_100_,1_960_
27,11,100_100_,1_960_
27,12,100_100_,1_960_
27,13,100_100_,1_960_
27,14,100_100_,1_960_
28,0,4_4_4_7_7_45_45_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_103_133_145_175_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
28,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
28,2,58_58_58_31_31_25_25_98_98_72_72_49_49_49_75_75_96_96_76_76_100_100_,27_60_90_110_140_151_181_196_226_236_266_275_300_330_342_372_381_411_419_449_468_960_
28,3,100_100_,1_960_
28,4,100_100_,1_960_
28,5,100_100_,1_960_
28,6,100_100_,1_960_
28,7,100_100_,1_960_
28,8,100_100_,1_960_
28,9,100_100_,1_960_
28,10,100_100_,1_960_
28,11,100_100_,1_960_
28,12,100_100_,1_960_
28,13,100_100_,1_960_
28,14,100_100_,1_960_
29,0,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
29,1,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
29,2,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
29,3,4_4_4_7_7_45_45_32_32_60_60_6_6_89_89_89_96_96_76_76_100_100_,17_60_90_103_133_145_175_200_230_240_270_277_307_316_330_360_373_403_411_441_460_960_
29,4,57_57_57_54_54_17_17_84_84_79_79_80_80_24_24_87_87_55_55_100_100_,13_90_120_136_166_174_204_221_251_261_291_304_334_351_381_404_434_447_477_488_960_
29,5,100_100_,1_960_
29,6,100_100_,1_960_
29,7,100_100_,1_960_
29,8,100_100_,1_960_
29,9,100_100_,1_960_
29,10,100_100_,1_960_
29,11,100_100_,1_960_
29,12,100_100_,1_960_
29,13,100_100_,1_960_
29,14,100_100_,1_960_
30,0,58_58_58_31_31_25_25_98_98_72_72_49_49_49_75_75_96_96_76_76_100_100_,27_60_90_110_140_151_181_196_226_236_266_275_300_330_342_372_381_411_419_449_468_960_
30,1,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
30,2,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
30,3,4_4_4_7_7_45_45_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_103_133_145_175_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
30,4,100_100_,1_960_
30,5,100_100_,1_960_
30,6,100_100_,1_960_
30,7,100_100_,1_960_
30,8,100_100_,1_960_
30,9,100_100_,1_960_
30,10,100_100_,1_960_
30,11,100_100_,1_960_
30,12,100_100_,1_960_
30,13,100_100_,1_960_
30,14,100_100_,1_960_
31,0,7_7_7_45_45_18_18_32_32_60_60_6_6_89_89_89_96_96_76_76_100_100_,24_60_90_102_132_149_179_197_227_237_267_274_304_313_330_360_373_403_411_441_460_960_
31,1,58_58_58_31_31_25_25_98_98_72_72_49_49_49_75_75_96_96_76_76_100_100_,27_60_90_110_140_151_181_196_226_236_266_275_300_330_342_372_381_411_419_449_468_960_
31,2,57_57_57_54_54_17_17_84_84_79_79_80_80_24_24_87_87_55_55_100_100_,13_90_120_136_166_174_204_221_251_261_291_304_334_351_381_404_434_447_477_488_960_
31,3,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
31,4,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
31,5,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
31,6,100_100_,1_960_
31,7,100_100_,1_960_
31,8,100_100_,1_960_
31,9,100_100_,1_960_
31,10,100_100_,1_960_
31,11,100_100_,1_960_
31,12,100_100_,1_960_
31,13,100_100_,1_960_
31,14,100_100_,1_960_
32,0,7_7_7_45_45_18_18_32_32_60_60_6_6_89_89_89_96_96_76_76_100_100_,24_60_90_102_132_149_179_197_227_237_267_274_304_313_330_360_373_403_411_441_460_960_
32,1,100_100_,1_960_
32,2,57_57_57_54_54_17_17_84_84_79_79_80_80_24_24_87_87_55_55_100_100_,13_90_120_136_166_174_204_221_251_261_291_304_334_351_381_404_434_447_477_488_960_
32,3,100_100_,1_960_
32,4,100_100_,1_960_
32,5,4_4_4_58_58_30_30_81_81_85_85_97_97_10_10_82_82_46_46_90_90_100_100_,17_60_90_106_136_154_184_194_224_234_264_273_303_314_344_352_382_395_425_433_463_485_960_
32,6,100_100_,1_960_
32,7,100_100_,1_960_
32,8,100_100_,1_960_
32,9,100_100_,1_960_
32,10,100_100_,1_960_
32,11,100_100_,1_960_
32,12,100_100_,1_960_
32,13,100_100_,1_960_
32,14,100_100_,1_960_
33,0,4_4_4_58_58_36_36_63_63_99_99_93_93_41_41_33_33_86_86_43_43_100_100_,17_60_90_106_136_145_175_186_216_222_252_272_302_309_339_347_377_391_421_440_470_489_960_
33,1,58_58_58_31_31_25_25_98_98_72_72_49_49_49_75_75_96_96_76_76_100_100_,27_60_90_110_140_151_181_196_226_236_266_275_300_330_342_372_381_411_419_449_468_960_
33,2,57_57_57_54_54_17_17_9_9_40_40_2_2_2_11_11_27_27_28_28_100_100_,13_90_120_136_166_174_204_216_246_262_292_300_330_360_370_400_408_438_448_478_504_960_
